,ref,year,var,question
1180,T5209900,2010,HOURS WORKED PER WEEK AT JOB 06,CV_HRS_PER_WEEK06
1181,T5210000,2010,HOURS WORKED PER WEEK AT JOB 07,CV_HRS_PER_WEEK07
1182,T5210100,2010,HOURS WORKED PER WEEK AT JOB 08,CV_HRS_PER_WEEK08
1183,T5210200,2010,HOURS WORKED PER WEEK AT JOB 09,CV_HRS_PER_WEEK09
1184,T5211400,2010,RS MARITAL/COHABIT STATUS,CV_MARSTAT
1185,T5211700,2010,# BIO CHILDREN R HAS IN HOUSEHOLD,CV_BIO_CHILD_HH
1186,T5213200,2010,ROUND 14 SAMPLING WEIGHT CUMULATIVE CASES METHOD,SAMPLING_WEIGHT_CC
1187,T5213300,2010,ROUND 14 SAMPLING WEIGHT PANEL METHOD,SAMPLING_PANEL_WEIGHT
1188,T6055300,2010,R RECEIVE INCOME FROM JOB IN PAST YEAR?,YINC-1400
1189,T6055400,2010,R RECEIVE INCOME? (REFUSE),YINC-1600
1190,T6055500,2010,TOTAL INCOME FROM WAGES AND SALARY IN PAST YEAR,YINC-1700
1191,T6055600,2010,ESTIMATED INCOME FROM WAGES AND SALARY IN PAST YEAR,YINC-1800
1192,T6056400,2010,SPOUSE RECEIVE ANY INCOME FROM A JOB IN PAST YEAR?,YINC-2400
1193,T6056800,2010,SPOUSES TOTAL INCOME FROM WAGES AND SALARY PAST YEAR,YINC-2600
1194,T6056900,2010,ESTIMATED SPOUSES TOTAL INCOME FROM WAGES AND SALARY PAST YEAR,YINC-2700
1195,T6061300,2010,R RECEIVE INCOME FROM JOB PRIOR TO DLI?,YINC-1400A
1196,T6061400,2010,TOTAL INCOME FROM WAGES AND SALARY PRIOR TO DLI,YINC-1700A
1197,T6061500,2010,ESTIMATED INCOME FROM WAGES AND SALARY PRIOR TO DLI,YINC-1800A
1198,T6230100,2010,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 01 (ROS ITEM)",YEMP_INDCODE-200201
1199,T6230200,2010,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 02 (ROS ITEM)",YEMP_INDCODE-200202
1200,T6230300,2010,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 03 (ROS ITEM)",YEMP_INDCODE-200203
1201,T6230400,2010,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 04 (ROS ITEM)",YEMP_INDCODE-200204
1202,T6230500,2010,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 05 (ROS ITEM)",YEMP_INDCODE-200205
1203,T6230600,2010,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 06 (ROS ITEM)",YEMP_INDCODE-200206
1204,T6230700,2010,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 07 (ROS ITEM)",YEMP_INDCODE-200207
1205,T6230800,2010,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 08 (ROS ITEM)",YEMP_INDCODE-200208
1206,T6230900,2010,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 09 (ROS ITEM)",YEMP_INDCODE-200209
1207,T6231000,2010,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 01 (ROS ITEM)",YEMP_OCCODE-200201
1208,T6231100,2010,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 02 (ROS ITEM)",YEMP_OCCODE-200202
1209,T6231200,2010,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 03 (ROS ITEM)",YEMP_OCCODE-200203
1210,T6231300,2010,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 04 (ROS ITEM)",YEMP_OCCODE-200204
1211,T6231400,2010,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 05 (ROS ITEM)",YEMP_OCCODE-200205
1212,T6231500,2010,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 06 (ROS ITEM)",YEMP_OCCODE-200206
1213,T6231600,2010,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 07 (ROS ITEM)",YEMP_OCCODE-200207
1214,T6231700,2010,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 08 (ROS ITEM)",YEMP_OCCODE-200208
1215,T6231800,2010,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 09 (ROS ITEM)",YEMP_OCCODE-200209
1216,T6587300,2010,"YEMP, IS EMPLOYER 01 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG01
1217,T6587400,2010,"YEMP, IS EMPLOYER 02 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG02
1218,T6587500,2010,"YEMP, IS EMPLOYER 03 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG03
1219,T6587600,2010,"YEMP, IS EMPLOYER 04 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG04
1220,T6587700,2010,"YEMP, IS EMPLOYER 05 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG05
1221,T6587800,2010,"YEMP, IS EMPLOYER 06 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG06
1222,T6587900,2010,"YEMP, IS EMPLOYER 07 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG07
1223,T6588000,2010,"YEMP, IS EMPLOYER 08 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG08
1224,T6588100,2010,"YEMP, IS EMPLOYER 09 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG09
1225,T6656700,2011,GROSS FAMILY INCOME,CV_INCOME_FAMILY
1226,T6660000,2011,HOURS WORKED PER WEEK AT JOB 01,CV_HRS_PER_WEEK01
1227,T6660100,2011,HOURS WORKED PER WEEK AT JOB 02,CV_HRS_PER_WEEK02
1228,T6660200,2011,HOURS WORKED PER WEEK AT JOB 03,CV_HRS_PER_WEEK03
1229,T6660300,2011,HOURS WORKED PER WEEK AT JOB 04,CV_HRS_PER_WEEK04
1230,T6660400,2011,HOURS WORKED PER WEEK AT JOB 05,CV_HRS_PER_WEEK05
1231,T6660500,2011,HOURS WORKED PER WEEK AT JOB 06,CV_HRS_PER_WEEK06
1232,T6660600,2011,HOURS WORKED PER WEEK AT JOB 07,CV_HRS_PER_WEEK07
1233,T6660700,2011,HOURS WORKED PER WEEK AT JOB 08,CV_HRS_PER_WEEK08
1234,T6660800,2011,HOURS WORKED PER WEEK AT JOB 09,CV_HRS_PER_WEEK09
1235,T6660900,2011,HOURS WORKED PER WEEK AT JOB 10,CV_HRS_PER_WEEK10
1236,T6661000,2011,HOURS WORKED PER WEEK AT JOB 11,CV_HRS_PER_WEEK11
1237,T6661100,2011,HOURS WORKED PER WEEK AT JOB 12,CV_HRS_PER_WEEK12
1238,T6661200,2011,HOURS WORKED PER WEEK AT JOB 13,CV_HRS_PER_WEEK13
1239,T6662800,2011,RS MARITAL/COHABIT STATUS,CV_MARSTAT
1240,T6663100,2011,# BIO CHILDREN R HAS IN HOUSEHOLD,CV_BIO_CHILD_HH
1241,T6665000,2011,ROUND 15 SAMPLING WEIGHT CUMULATIVE CASES METHOD,SAMPLING_WEIGHT_CC
1242,T6665100,2011,ROUND 15 SAMPLING WEIGHT PANEL METHOD,SAMPLING_PANEL_WEIGHT
1243,T7545400,2011,R RECEIVE INCOME FROM JOB IN PAST YEAR?,YINC-1400
1244,T7545500,2011,R RECEIVE INCOME? (REFUSE),YINC-1600
1245,T7545600,2011,TOTAL INCOME FROM WAGES AND SALARY IN PAST YEAR,YINC-1700
1246,T7545700,2011,ESTIMATED INCOME FROM WAGES AND SALARY IN PAST YEAR,YINC-1800
1247,T7546500,2011,SPOUSE RECEIVE ANY INCOME FROM A JOB IN PAST YEAR?,YINC-2400
1248,T7546900,2011,SPOUSES TOTAL INCOME FROM WAGES AND SALARY PAST YEAR,YINC-2600
1249,T7547000,2011,ESTIMATED SPOUSES TOTAL INCOME FROM WAGES AND SALARY PAST YEAR,YINC-2700
1250,T7551400,2011,R RECEIVE INCOME FROM JOB PRIOR TO DLI?,YINC-1400A
1251,T7551500,2011,TOTAL INCOME FROM WAGES AND SALARY PRIOR TO DLI,YINC-1700A
1252,T7551600,2011,ESTIMATED INCOME FROM WAGES AND SALARY PRIOR TO DLI,YINC-1800A
1253,T7731100,2011,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 01 (ROS ITEM)",YEMP_INDCODE-200201
1254,T7731200,2011,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 02 (ROS ITEM)",YEMP_INDCODE-200202
1255,T7731300,2011,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 03 (ROS ITEM)",YEMP_INDCODE-200203
1256,T7731400,2011,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 04 (ROS ITEM)",YEMP_INDCODE-200204
1257,T7731500,2011,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 05 (ROS ITEM)",YEMP_INDCODE-200205
1258,T7731600,2011,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 06 (ROS ITEM)",YEMP_INDCODE-200206
1259,T7731700,2011,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 07 (ROS ITEM)",YEMP_INDCODE-200207
1260,T7731800,2011,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 08 (ROS ITEM)",YEMP_INDCODE-200208
1261,T7731900,2011,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 09 (ROS ITEM)",YEMP_INDCODE-200209
1262,T7732000,2011,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 13 (ROS ITEM)",YEMP_INDCODE-200213
1263,T7732100,2011,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 01 (ROS ITEM)",YEMP_OCCODE-200201
1264,T7732200,2011,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 02 (ROS ITEM)",YEMP_OCCODE-200202
1265,T7732300,2011,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 03 (ROS ITEM)",YEMP_OCCODE-200203
1266,T7732400,2011,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 04 (ROS ITEM)",YEMP_OCCODE-200204
1267,T7732500,2011,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 05 (ROS ITEM)",YEMP_OCCODE-200205
1268,T7732600,2011,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 06 (ROS ITEM)",YEMP_OCCODE-200206
1269,T7732700,2011,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 07 (ROS ITEM)",YEMP_OCCODE-200207
1270,T7732800,2011,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 08 (ROS ITEM)",YEMP_OCCODE-200208
1271,T7732900,2011,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 09 (ROS ITEM)",YEMP_OCCODE-200209
1272,T7733000,2011,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 13 (ROS ITEM)",YEMP_OCCODE-200213
1273,T8093500,2011,"YEMP, IS EMPLOYER 01 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG01
1274,T8093600,2011,"YEMP, IS EMPLOYER 02 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG02
1275,T8093700,2011,"YEMP, IS EMPLOYER 03 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG03
1276,T8093800,2011,"YEMP, IS EMPLOYER 04 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG04
1277,T8093900,2011,"YEMP, IS EMPLOYER 05 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG05
1278,T8094000,2011,"YEMP, IS EMPLOYER 06 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG06
1279,T8094100,2011,"YEMP, IS EMPLOYER 07 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG07
1280,T8094200,2011,"YEMP, IS EMPLOYER 08 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG08
1281,T8094300,2011,"YEMP, IS EMPLOYER 09 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG09
1282,T8094400,2011,"YEMP, IS EMPLOYER 10 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG10
1283,T8094500,2011,"YEMP, IS EMPLOYER 11 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG11
1284,T8094600,2011,"YEMP, IS EMPLOYER 12 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG12
1285,T8094700,2011,"YEMP, IS EMPLOYER 13 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG13
1286,T8129100,2013,GROSS FAMILY INCOME,CV_INCOME_FAMILY
1287,T8131800,2013,HOURS WORKED PER WEEK AT JOB 01,CV_HRS_PER_WEEK01
1288,T8131900,2013,HOURS WORKED PER WEEK AT JOB 02,CV_HRS_PER_WEEK02
1289,T8132000,2013,HOURS WORKED PER WEEK AT JOB 03,CV_HRS_PER_WEEK03
1290,T8132100,2013,HOURS WORKED PER WEEK AT JOB 04,CV_HRS_PER_WEEK04
1291,T8132200,2013,HOURS WORKED PER WEEK AT JOB 05,CV_HRS_PER_WEEK05
1292,T8132300,2013,HOURS WORKED PER WEEK AT JOB 06,CV_HRS_PER_WEEK06
1293,T8132400,2013,HOURS WORKED PER WEEK AT JOB 07,CV_HRS_PER_WEEK07
1294,T8132500,2013,HOURS WORKED PER WEEK AT JOB 08,CV_HRS_PER_WEEK08
1295,T8132600,2013,HOURS WORKED PER WEEK AT JOB 09,CV_HRS_PER_WEEK09
1296,T8132700,2013,HOURS WORKED PER WEEK AT JOB 10,CV_HRS_PER_WEEK10
1297,T8134000,2013,RS MARITAL/COHABIT STATUS,CV_MARSTAT
1298,T8134300,2013,# BIO CHILDREN R HAS IN HOUSEHOLD,CV_BIO_CHILD_HH
1299,T8135900,2013,ROUND 16 SAMPLING WEIGHT CUMULATIVE CASES METHOD,SAMPLING_WEIGHT_CC
1300,T8136000,2013,ROUND 16 SAMPLING WEIGHT PANEL METHOD,SAMPLING_PANEL_WEIGHT
1301,T8976500,2013,R RECEIVE INCOME FROM JOB IN PAST YEAR?,YINC-1400
1302,T8976600,2013,R RECEIVE INCOME? (REFUSE),YINC-1600
1303,T8976700,2013,TOTAL INCOME FROM WAGES AND SALARY IN PAST YEAR,YINC-1700
1304,T8976800,2013,ESTIMATED INCOME FROM WAGES AND SALARY IN PAST YEAR,YINC-1800
1305,T8977600,2013,SPOUSE RECEIVE ANY INCOME FROM A JOB IN PAST YEAR?,YINC-2400
1306,T8978000,2013,SPOUSES TOTAL INCOME FROM WAGES AND SALARY PAST YEAR,YINC-2600
1307,T8978100,2013,ESTIMATED SPOUSES TOTAL INCOME FROM WAGES AND SALARY PAST YEAR,YINC-2700
1308,T9132600,2013,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 01 (ROS ITEM)",YEMP_INDCODE-200201
1309,T9132700,2013,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 02 (ROS ITEM)",YEMP_INDCODE-200202
1310,T9132800,2013,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 03 (ROS ITEM)",YEMP_INDCODE-200203
1311,T9132900,2013,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 04 (ROS ITEM)",YEMP_INDCODE-200204
1312,T9133000,2013,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 05 (ROS ITEM)",YEMP_INDCODE-200205
1313,T9133100,2013,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 06 (ROS ITEM)",YEMP_INDCODE-200206
1314,T9133200,2013,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 07 (ROS ITEM)",YEMP_INDCODE-200207
1315,T9133300,2013,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 08 (ROS ITEM)",YEMP_INDCODE-200208
1316,T9133400,2013,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 09 (ROS ITEM)",YEMP_INDCODE-200209
1317,T9133500,2013,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 01 (ROS ITEM)",YEMP_OCCODE-200201
1318,T9133600,2013,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 02 (ROS ITEM)",YEMP_OCCODE-200202
1319,T9133700,2013,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 03 (ROS ITEM)",YEMP_OCCODE-200203
1320,T9133800,2013,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 04 (ROS ITEM)",YEMP_OCCODE-200204
1321,T9133900,2013,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 05 (ROS ITEM)",YEMP_OCCODE-200205
1322,T9134000,2013,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 06 (ROS ITEM)",YEMP_OCCODE-200206
1323,T9134100,2013,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 07 (ROS ITEM)",YEMP_OCCODE-200207
1324,T9134200,2013,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 08 (ROS ITEM)",YEMP_OCCODE-200208
1325,T9134300,2013,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 09 (ROS ITEM)",YEMP_OCCODE-200209
1326,T9336000,2013,"YEMP, IS EMPLOYER 01 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG01
1327,T9336100,2013,"YEMP, IS EMPLOYER 02 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG02
1328,T9336200,2013,"YEMP, IS EMPLOYER 03 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG03
1329,T9336300,2013,"YEMP, IS EMPLOYER 04 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG04
1330,T9336400,2013,"YEMP, IS EMPLOYER 05 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG05
1331,T9336500,2013,"YEMP, IS EMPLOYER 06 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG06
1332,T9336600,2013,"YEMP, IS EMPLOYER 07 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG07
1333,T9336700,2013,"YEMP, IS EMPLOYER 08 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG08
1334,T9336800,2013,"YEMP, IS EMPLOYER 09 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG09
1335,T9336900,2013,"YEMP, IS EMPLOYER 10 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG10
1336,U0008900,2015,GROSS FAMILY INCOME,CV_INCOME_FAMILY
1337,U0011900,2015,HOURS WORKED PER WEEK AT JOB 01,CV_HRS_PER_WEEK01
1338,U0012000,2015,HOURS WORKED PER WEEK AT JOB 02,CV_HRS_PER_WEEK02
1339,U0012100,2015,HOURS WORKED PER WEEK AT JOB 03,CV_HRS_PER_WEEK03
1340,U0012200,2015,HOURS WORKED PER WEEK AT JOB 04,CV_HRS_PER_WEEK04
1341,U0012300,2015,HOURS WORKED PER WEEK AT JOB 05,CV_HRS_PER_WEEK05
1342,U0012400,2015,HOURS WORKED PER WEEK AT JOB 06,CV_HRS_PER_WEEK06
1343,U0012500,2015,HOURS WORKED PER WEEK AT JOB 07,CV_HRS_PER_WEEK07
1344,U0012600,2015,HOURS WORKED PER WEEK AT JOB 08,CV_HRS_PER_WEEK08
1345,U0012700,2015,HOURS WORKED PER WEEK AT JOB 09,CV_HRS_PER_WEEK09
1346,U0012800,2015,HOURS WORKED PER WEEK AT JOB 10,CV_HRS_PER_WEEK10
1347,U0012900,2015,HOURS WORKED PER WEEK AT JOB 11,CV_HRS_PER_WEEK11
1348,U0013000,2015,HOURS WORKED PER WEEK AT JOB 12,CV_HRS_PER_WEEK12
1349,U0014500,2015,RS MARITAL/COHABIT STATUS,CV_MARSTAT
1350,U0014800,2015,# BIO CHILDREN R HAS IN HOUSEHOLD,CV_BIO_CHILD_HH
1351,U0017100,2015,ROUND 17 SAMPLING WEIGHT CUMULATIVE CASES METHOD,SAMPLING_WEIGHT_CC
1352,U0017200,2015,ROUND 17 SAMPLING WEIGHT PANEL METHOD,SAMPLING_PANEL_WEIGHT
1353,U0956700,2015,R RECEIVE INCOME FROM JOB IN PAST YEAR?,YINC-1400
1354,U0956800,2015,R RECEIVE INCOME? (REFUSE),YINC-1600
1355,U0956900,2015,TOTAL INCOME FROM WAGES AND SALARY IN PAST YEAR,YINC-1700
1356,U0957000,2015,ESTIMATED INCOME FROM WAGES AND SALARY IN PAST YEAR,YINC-1800
1357,U0957800,2015,SPOUSE RECEIVE ANY INCOME FROM A JOB IN PAST YEAR?,YINC-2400
1358,U0958200,2015,SPOUSES TOTAL INCOME FROM WAGES AND SALARY PAST YEAR,YINC-2600
1359,U0958300,2015,ESTIMATED SPOUSES TOTAL INCOME FROM WAGES AND SALARY PAST YEAR,YINC-2700
1360,U1125900,2015,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 01 (ROS ITEM)",YEMP_INDCODE-200201
1361,U1126000,2015,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 02 (ROS ITEM)",YEMP_INDCODE-200202
1362,U1126100,2015,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 03 (ROS ITEM)",YEMP_INDCODE-200203
1363,U1126200,2015,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 04 (ROS ITEM)",YEMP_INDCODE-200204
1364,U1126300,2015,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 05 (ROS ITEM)",YEMP_INDCODE-200205
1365,U1126400,2015,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 06 (ROS ITEM)",YEMP_INDCODE-200206
1366,U1126500,2015,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 07 (ROS ITEM)",YEMP_INDCODE-200207
1367,U1126600,2015,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 08 (ROS ITEM)",YEMP_INDCODE-200208
1368,U1126700,2015,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 09 (ROS ITEM)",YEMP_INDCODE-200209
1369,U1126800,2015,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 10 (ROS ITEM)",YEMP_INDCODE-200210
1370,U1126900,2015,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 11 (ROS ITEM)",YEMP_INDCODE-200211
1371,U1127000,2015,"YEMP, TYPE OF BUS OR INDUSTRY CODE (2002 CENSUS 4-DIGIT) 12 (ROS ITEM)",YEMP_INDCODE-200212
1372,U1127100,2015,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 01 (ROS ITEM)",YEMP_OCCODE-200201
1373,U1127200,2015,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 02 (ROS ITEM)",YEMP_OCCODE-200202
1374,U1127300,2015,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 03 (ROS ITEM)",YEMP_OCCODE-200203
1375,U1127400,2015,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 04 (ROS ITEM)",YEMP_OCCODE-200204
1376,U1127500,2015,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 05 (ROS ITEM)",YEMP_OCCODE-200205
1377,U1127600,2015,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 06 (ROS ITEM)",YEMP_OCCODE-200206
1378,U1127700,2015,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 07 (ROS ITEM)",YEMP_OCCODE-200207
1379,U1127800,2015,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 08 (ROS ITEM)",YEMP_OCCODE-200208
1380,U1127900,2015,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 09 (ROS ITEM)",YEMP_OCCODE-200209
1381,U1128000,2015,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 10 (ROS ITEM)",YEMP_OCCODE-200210
1382,U1128100,2015,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 11 (ROS ITEM)",YEMP_OCCODE-200211
1383,U1128200,2015,"YEMP, OCCUPATION/JOB CODE (2002 CENSUS 4-DIGIT) 12 (ROS ITEM)",YEMP_OCCODE-200212
1384,U1350100,2015,"YEMP, IS EMPLOYER 01 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG01
1385,U1350200,2015,"YEMP, IS EMPLOYER 02 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG02
1386,U1350300,2015,"YEMP, IS EMPLOYER 03 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG03
1387,U1350400,2015,"YEMP, IS EMPLOYER 04 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG04
1388,U1350500,2015,"YEMP, IS EMPLOYER 05 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG05
1389,U1350600,2015,"YEMP, IS EMPLOYER 06 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG06
1390,U1350700,2015,"YEMP, IS EMPLOYER 07 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG07
1391,U1350800,2015,"YEMP, IS EMPLOYER 08 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG08
1392,U1350900,2015,"YEMP, IS EMPLOYER 09 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG09
1393,U1351000,2015,"YEMP, IS EMPLOYER 10 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG10
1394,U1351100,2015,"YEMP, IS EMPLOYER 11 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG11
1395,U1351200,2015,"YEMP, IS EMPLOYER 12 A MILITARY EMPLOYER (ROS ITEM)",YEMP_MILFLAG12
1396,Z9083900,XRND,HIGHEST DEGREE RECEIVED,CVC_HIGHEST_DEGREE_EVER
1397,Z9084100,XRND,MONTH R RECEIVED GED,CVC_GED
1398,Z9084200,XRND,DATE RECEIVED HIGH SCHOOL DIPLOMA,CVC_HS_DIPLOMA
